amount_tsh,date_recorded,funder,installer,basin,subvillage,region,lga,ward,population,public_meeting,recorded_by,scheme_management,permit,construction_year,extraction_type,payment,water_quality,quantity,source,source_class,waterpoint_type,waterpoint_type_group,days_since_recorded
500.0,2012-10-30,Other,Other,Lake Victoria,Kisumwa,Mara,Rorya,Kisumwa,4500,True,GeoData Consultants Ltd,Other,True,10s,afridev,pay monthly,salty,enough,shallow well,groundwater,hand pump,hand pump,399
0.0,2011-04-08,World Bank,Other,Wami / Ruvu,Lupeta,Dodoma,Mpwapwa,Kimagai,0,True,GeoData Consultants Ltd,VWC,True,Unknown,gravity,never pay,salty,enough,spring,groundwater,communal standpipe,communal standpipe,970
0.0,2012-10-10,Other,Other,Internal,Ujenzi,Tabora,Nzega,Nzega Urban,0,False,GeoData Consultants Ltd,Water authority,True,Unknown,ksb,pay per bucket,coloured,insufficient,dam,surface,communal standpipe multiple,communal standpipe,419
20.0,2013-01-22,Other,Other,Internal,Seti,Singida,Iramba,Mwanga,112,True,GeoData Consultants Ltd,VWC,True,00s,afridev,pay per bucket,coloured,dry,machine dbh,groundwater,hand pump,hand pump,315
0.0,2011-07-05,Government Of Tanzania,DWE,Lake Victoria,Kibirizi,Kagera,Bukoba Rural,Kibirizi,0,True,GeoData Consultants Ltd,VWC,True,Unknown,other,never pay,soft,insufficient,shallow well,groundwater,other,other,882
0.0,2013-02-01,Other,Other,Ruvuma / Southern Coast,Amani,Mtwara,Masasi,Mbuyuni,1,True,GeoData Consultants Ltd,VWC,True,80s,other,unknown,salty,dry,shallow well,groundwater,other,other,305
0.0,2013-02-11,Other,Other,Lake Victoria,Tahuru,Mara,Serengeti,Kenyamonta,40,Unknown,GeoData Consultants Ltd,Other,True,10s,other - rope pump,unknown,unknown,unknown,shallow well,groundwater,hand pump,hand pump,295
0.0,2012-10-18,Rwssp,DWE,Lake Tanganyika,Igwamanoni,Shinyanga,Kahama,Igwamanoni,0,True,GeoData Consultants Ltd,Other,True,Unknown,nira/tanira,unknown,milky,insufficient,shallow well,groundwater,hand pump,hand pump,411
30.0,2013-02-04,Government Of Tanzania,Other,Lake Rukwa,Migazini,Rukwa,Mpanda,Nsemulwa,560,True,GeoData Consultants Ltd,Water authority,True,10s,submersible,pay per bucket,soft,enough,machine dbh,groundwater,communal standpipe,communal standpipe,302
500.0,2011-03-26,Other,DWE,Rufiji,Mikangaga,Morogoro,Ulanga,Itete,500,True,GeoData Consultants Ltd,Other,True,00s,nira/tanira,pay monthly,soft,enough,shallow well,groundwater,hand pump,hand pump,983
0.0,2012-12-13,Other,Other,Lake Tanganyika,Kakola,Tabora,Tabora Urban,Kakola,0,False,GeoData Consultants Ltd,VWC,True,Unknown,other,never pay,soft,dry,spring,groundwater,communal standpipe,communal standpipe,355
1000.0,2011-03-05,Kkkt,Commu,Lake Nyasa,Lukunga,Iringa,Makete,Ipepo,0,True,GeoData Consultants Ltd,VWC,False,00s,gravity,pay annually,soft,enough,spring,groundwater,communal standpipe,communal standpipe,1004
0.0,2013-02-06,Other,DWE,Lake Victoria,Bukwaya,Shinyanga,Bariadi,Bumera,0,True,GeoData Consultants Ltd,WUG,False,Unknown,swn 80,pay when scheme fails,soft,enough,shallow well,groundwater,hand pump,hand pump,300
0.0,2013-03-16,Other,Other,Wami / Ruvu,Mtaa Wa Vikongoro,Dar es Salaam,Ilala,Chanika,250,Unknown,GeoData Consultants Ltd,WUG,Unknown,90s,other,never pay,soft,enough,shallow well,groundwater,other,other,262
500.0,2011-02-23,Other,DWE,Lake Nyasa,Kimelembe Kati,Iringa,Ludewa,Nkomang'ombe,25,True,GeoData Consultants Ltd,VWC,True,90s,gravity,pay annually,soft,enough,spring,groundwater,communal standpipe,communal standpipe,1014
1000.0,2013-02-16,World Vision,Other,Internal,Ng'Ang'Uli,Singida,Iramba,Kinampanda,452,True,GeoData Consultants Ltd,VWC,True,00s,afridev,pay annually,soft,enough,machine dbh,groundwater,hand pump,hand pump,290
0.0,2013-02-25,Other,Other,Ruvuma / Southern Coast,Mtalala,Mtwara,Mtwara Rural,Mnima,600,True,GeoData Consultants Ltd,VWC,True,10s,mono,unknown,soft,enough,machine dbh,groundwater,communal standpipe multiple,communal standpipe,281
50.0,2013-02-25,Other,Other,Internal,Mahenge,Singida,Singida Rural,Mwaru,200,True,GeoData Consultants Ltd,VWC,Unknown,00s,submersible,pay per bucket,soft,insufficient,machine dbh,groundwater,communal standpipe,communal standpipe,281
0.0,2012-10-23,Other,Other,Lake Victoria,Mwangimo,Shinyanga,Bariadi,Nyakabindi,0,Unknown,GeoData Consultants Ltd,VWC,False,Unknown,india mark iii,unknown,unknown,unknown,shallow well,groundwater,hand pump,hand pump,406
25.0,2013-02-13,World Bank,Other,Internal,Mpande,Singida,Iramba,Kinyagiri,214,True,GeoData Consultants Ltd,WUA,True,00s,submersible,pay per bucket,soft,enough,machine dbh,groundwater,communal standpipe multiple,communal standpipe,293
300.0,2013-03-25,Other,Other,Lake Nyasa,Makambi,Ruvuma,Mbinga,Langiro,80,True,GeoData Consultants Ltd,VWC,True,10s,gravity,pay monthly,soft,enough,spring,groundwater,communal standpipe,communal standpipe,253
500.0,2011-03-26,Other,DWE,Rufiji,Kikoni,Morogoro,Ulanga,Itete,265,True,GeoData Consultants Ltd,Water Board,True,00s,gravity,pay monthly,soft,enough,river,surface,communal standpipe,communal standpipe,983
0.0,2012-10-10,Other,DWE,Internal,Magwata,Shinyanga,Shinyanga Urban,Ibadakuli,0,Unknown,GeoData Consultants Ltd,WUG,False,Unknown,nira/tanira,unknown,salty,enough,shallow well,groundwater,hand pump,hand pump,419
10.0,2013-03-27,Other,Other,Pangani,Tela Chini,Kilimanjaro,Moshi Rural,Kirua Vunjo Kusini,35,True,GeoData Consultants Ltd,WUA,True,00s,gravity,pay per bucket,soft,enough,spring,groundwater,communal standpipe,communal standpipe,251
50.0,2011-03-12,Other,Other,Wami / Ruvu,Magwila,Pwani,Bagamoyo,Chalinze,20,False,GeoData Consultants Ltd,WUA,True,10s,ksb,pay per bucket,soft,enough,river,surface,communal standpipe,communal standpipe,997
0.0,2011-07-07,Other,Other,Lake Nyasa,Mibula,Mbeya,Rungwe,Mpuguso,0,True,GeoData Consultants Ltd,VWC,Unknown,Unknown,gravity,never pay,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,880
0.0,2011-08-14,Other,Other,Lake Victoria,Wisekeleja,Mwanza,Kwimba,Ngulla,0,True,GeoData Consultants Ltd,VWC,True,Unknown,afridev,never pay,soft,enough,machine dbh,groundwater,hand pump,hand pump,842
0.0,2011-08-07,Kkkt,KKKT,Lake Rukwa,Iseche,Mbeya,Mbozi,Itaka,0,False,GeoData Consultants Ltd,VWC,False,Unknown,other,never pay,soft,seasonal,shallow well,groundwater,other,other,849
500.0,2013-06-03,Other,Other,Pangani,Zingamwe,Kilimanjaro,Same,Kihurio,210,True,GeoData Consultants Ltd,Water authority,True,10s,gravity,pay monthly,soft,enough,river,surface,communal standpipe,communal standpipe,183
0.0,2012-10-17,Rwssp,DWE,Lake Tanganyika,Kasela,Shinyanga,Kahama,Idahina,0,True,GeoData Consultants Ltd,Other,True,Unknown,swn 80,unknown,soft,enough,machine dbh,groundwater,hand pump,hand pump,412
500.0,2011-03-26,Other,DWE,Rufiji,Muungao,Iringa,Njombe,Ilembula,156,True,GeoData Consultants Ltd,WUA,True,70s,gravity,pay monthly,soft,enough,river,surface,communal standpipe,communal standpipe,983
0.0,2013-03-05,Government Of Tanzania,Other,Pangani,Mfuruwashe,Kilimanjaro,Rombo,Keni Mengeni,1,True,GeoData Consultants Ltd,Company,True,00s,gravity,pay monthly,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,273
2400.0,2011-03-06,Danida,Other,Rufiji,Ipangani,Iringa,Iringa Rural,Nzihi,1,True,GeoData Consultants Ltd,VWC,True,80s,gravity,pay annually,soft,enough,spring,groundwater,communal standpipe,communal standpipe,1003
50.0,2011-04-03,Government Of Tanzania,Other,Pangani,Kilole,Tanga,Handeni,Chanika,100,True,GeoData Consultants Ltd,VWC,False,00s,submersible,pay per bucket,soft,enough,dam,surface,communal standpipe multiple,communal standpipe,975
0.0,2011-08-07,Other,Other,Lake Nyasa,Tembela,Mbeya,Rungwe,Isongole,0,True,GeoData Consultants Ltd,VWC,Unknown,Unknown,gravity,never pay,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,849
0.0,2012-10-20,Other,DWE,Lake Tanganyika,Mlange B,Shinyanga,Bukombe,Nyasato,0,True,GeoData Consultants Ltd,WUG,True,Unknown,nira/tanira,unknown,unknown,dry,shallow well,groundwater,hand pump,hand pump,409
500.0,2011-03-08,Government Of Tanzania,DWE,Pangani,Mahokoi,Tanga,Lushoto,Sunga,1,True,GeoData Consultants Ltd,VWC,True,70s,gravity,pay monthly,soft,enough,spring,groundwater,communal standpipe,communal standpipe,1001
0.0,2012-11-06,Other,DWE,Lake Victoria,Mbuga,Shinyanga,Maswa,Ipililo,0,True,GeoData Consultants Ltd,WUG,False,Unknown,nira/tanira,other,soft,enough,shallow well,groundwater,hand pump,hand pump,392
0.0,2011-03-23,Other,Other,Pangani,Majengo,Tanga,Handeni,Mgambo,300,True,GeoData Consultants Ltd,VWC,True,00s,submersible,never pay,soft,insufficient,river,surface,communal standpipe,communal standpipe,986
0.0,2011-04-01,Other,Other,Wami / Ruvu,Matindi,Tanga,Handeni,Kang'ata,1300,True,GeoData Consultants Ltd,VWC,False,10s,afridev,never pay,salty,enough,shallow well,groundwater,hand pump,hand pump,977
1200.0,2013-02-03,Other,Other,Ruvuma / Southern Coast,Mandela,Ruvuma,Tunduru,Tuwemacho,1,True,GeoData Consultants Ltd,VWC,False,90s,swn 80,pay annually,soft,seasonal,machine dbh,groundwater,hand pump,hand pump,303
500.0,2011-03-21,Other,Other,Rufiji,Ndolele,Iringa,Njombe,Imalinyi,100,True,GeoData Consultants Ltd,VWC,True,00s,gravity,pay monthly,soft,enough,spring,groundwater,communal standpipe,communal standpipe,988
500.0,2011-07-22,Other,Other,Lake Rukwa,Katolwa,Rukwa,Nkasi,Chala,1,True,GeoData Consultants Ltd,VWC,False,00s,afridev,pay annually,salty,insufficient,machine dbh,groundwater,hand pump,hand pump,865
0.0,2013-02-11,Other,Other,Lake Victoria,Tahuru,Mara,Serengeti,Kenyamonta,25,Unknown,GeoData Consultants Ltd,Other,True,00s,other - rope pump,never pay,salty,enough,shallow well,groundwater,hand pump,hand pump,295
0.0,2013-02-03,Other,Other,Lake Tanganyika,Mjini A,Kigoma,Kibondo,Kasuga,600,True,GeoData Consultants Ltd,VWC,False,10s,gravity,unknown,soft,insufficient,rainwater harvesting,surface,communal standpipe,communal standpipe,303
0.0,2013-01-19,Other,Other,Lake Tanganyika,Barabara 4,Rukwa,Mpanda,Mishamo,100,True,GeoData Consultants Ltd,Water authority,True,80s,other,never pay,soft,enough,hand dtw,groundwater,hand pump,hand pump,318
0.0,2013-01-27,Other,Other,Internal,Makiungu,Singida,Singida Rural,Munga'a,1,True,GeoData Consultants Ltd,VWC,Unknown,90s,other,unknown,unknown,dry,shallow well,groundwater,other,other,310
0.0,2012-10-22,World Vision,Other,Lake Tanganyika,Mumba,Tabora,Nzega,Ikindwa,0,False,GeoData Consultants Ltd,VWC,False,Unknown,other,never pay,soft,insufficient,shallow well,groundwater,other,other,407
0.0,2013-03-01,Government Of Tanzania,RWE,Lake Victoria,Bukingwaminzi,Shinyanga,Maswa,Shishiyu,0,True,GeoData Consultants Ltd,WUG,False,Unknown,swn 80,other,soft,enough,shallow well,groundwater,hand pump,hand pump,277
0.0,2011-03-15,Other,DWE,Pangani,Kibaoni B,Tanga,Mkinga,Daluni,20,True,GeoData Consultants Ltd,VWC,True,70s,gravity,never pay,salty,enough,other,unknown,communal standpipe,communal standpipe,994
0.0,2013-02-10,Government Of Tanzania,DWE,Rufiji,Ngingama,Lindi,Kilwa,Kipatimu,369,True,GeoData Consultants Ltd,Other,True,80s,other,never pay,salty,enough,shallow well,groundwater,other,other,296
0.0,2011-03-31,World Bank,Commu,Internal,Sokoine B,Dodoma,Dodoma Urban,Zuzu,0,True,GeoData Consultants Ltd,VWC,False,Unknown,nira/tanira,never pay,soft,insufficient,shallow well,groundwater,hand pump,hand pump,978
25.0,2011-03-17,Other,Other,Wami / Ruvu,Migudeni,Pwani,Bagamoyo,Vigwaza,80,True,GeoData Consultants Ltd,VWC,False,90s,submersible,pay per bucket,coloured,enough,river,surface,communal standpipe,communal standpipe,992
0.0,2011-03-17,Government Of Tanzania,DWE,Rufiji,Majengo,Iringa,Njombe,Mtwango,120,True,GeoData Consultants Ltd,VWC,False,00s,swn 80,never pay,soft,enough,hand dtw,groundwater,hand pump,hand pump,992
0.0,2011-03-11,Other,Other,Pangani,Kipumbwi Mtoni,Tanga,Pangani,Kipumbwi,80,True,GeoData Consultants Ltd,Private operator,False,Unknown,other,never pay,soft,insufficient,shallow well,groundwater,other,other,998
0.0,2011-03-23,Danida,Other,Wami / Ruvu,Kitopeni B,Pwani,Bagamoyo,Magomeni,50,True,GeoData Consultants Ltd,Company,True,90s,ksb,never pay,soft,enough,river,surface,communal standpipe,communal standpipe,986
0.0,2011-03-05,Other,Other,Rufiji,Mkalati,Iringa,Njombe,Kifanya,36,True,GeoData Consultants Ltd,VWC,False,00s,gravity,never pay,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,1004
0.0,2013-02-03,Government Of Tanzania,DWE,Lake Tanganyika,Jumuiya,Kigoma,Kigoma Rural,Uvinza,400,False,GeoData Consultants Ltd,VWC,True,90s,gravity,unknown,soft,insufficient,river,surface,communal standpipe,communal standpipe,303
0.0,2011-07-26,Other,Other,Lake Nyasa,Ipinda,Mbeya,Kyela,Ikama,0,True,GeoData Consultants Ltd,Water authority,True,Unknown,gravity,pay monthly,soft,enough,spring,groundwater,communal standpipe,communal standpipe,861
0.0,2013-01-17,Other,Other,Internal,Senge,Singida,Singida Rural,Maghojea,1,True,GeoData Consultants Ltd,VWC,Unknown,60s,mono,unknown,soft,insufficient,machine dbh,groundwater,communal standpipe,communal standpipe,320
0.0,2013-02-14,Other,DWE,Lake Tanganyika,Katazi,Kigoma,Kibondo,Murungu,350,True,GeoData Consultants Ltd,VWC,False,90s,gravity,unknown,soft,enough,spring,groundwater,communal standpipe multiple,communal standpipe,292
300.0,2011-03-22,Other,Other,Rufiji,Madukani,Morogoro,Kilosa,Kidodi,150,True,GeoData Consultants Ltd,VWC,True,00s,gravity,pay when scheme fails,soft,enough,river,surface,communal standpipe,communal standpipe,987
0.0,2011-07-29,Other,Other,Lake Victoria,Nyakahako Center,Mwanza,Kwimba,Mwagi,0,True,GeoData Consultants Ltd,VWC,True,Unknown,afridev,never pay,salty abandoned,enough,machine dbh,groundwater,hand pump,hand pump,858
0.0,2013-03-22,Government Of Tanzania,Government,Pangani,Mawanda,Kilimanjaro,Moshi Rural,Mwika Kusini,1,True,GeoData Consultants Ltd,WUA,True,70s,gravity,pay monthly,soft,enough,spring,groundwater,other,other,256
0.0,2011-07-13,Danida,Other,Lake Nyasa,Byasyo,Mbeya,Kyela,Ngonga,0,True,GeoData Consultants Ltd,VWC,True,Unknown,gravity,never pay,soft,dry,spring,groundwater,communal standpipe,communal standpipe,874
0.0,2011-04-06,Other,Other,Rufiji,Lugelele,Mbeya,Mbarali,Rujewa,0,False,GeoData Consultants Ltd,Water Board,True,Unknown,gravity,never pay,soft,seasonal,river,surface,communal standpipe,communal standpipe,972
0.0,2011-04-02,Other,Other,Rufiji,Mlangali,Mbeya,Mbeya Rural,Igale,0,True,GeoData Consultants Ltd,VWC,True,Unknown,gravity,pay monthly,soft,enough,river,surface,communal standpipe,communal standpipe,976
1200.0,2011-03-22,Other,Other,Wami / Ruvu,Tuliani,Tanga,Kilindi,Mvungwe,450,True,GeoData Consultants Ltd,VWC,True,00s,gravity,pay annually,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,987
0.0,2011-03-19,Other,Other,Wami / Ruvu,Nia Njema C,Pwani,Bagamoyo,Magomeni,1000,True,GeoData Consultants Ltd,Other,False,00s,india mark ii,never pay,soft,enough,shallow well,groundwater,hand pump,hand pump,990
0.0,2011-08-08,Kkkt,KKKT,Lake Rukwa,Iyunga,Mbeya,Mbozi,Itaka,0,False,GeoData Consultants Ltd,VWC,False,Unknown,nira/tanira,never pay,soft,dry,shallow well,groundwater,hand pump,hand pump,848
0.0,2012-10-24,Other,Other,Lake Victoria,Madukani,Shinyanga,Bariadi,Mhunze,300,True,GeoData Consultants Ltd,WUG,False,00s,nira/tanira,never pay,soft,enough,shallow well,groundwater,hand pump,hand pump,405
200.0,2011-03-03,Other,DWE,Rufiji,Mbasa,Morogoro,Ulanga,Lupiro,1,True,GeoData Consultants Ltd,Other,True,90s,swn 80,pay monthly,soft,dry,shallow well,groundwater,hand pump,hand pump,1006
0.0,2011-03-21,World Bank,Other,Wami / Ruvu,Mbarangwe,Morogoro,Morogoro Rural,Tununguo,1,True,GeoData Consultants Ltd,VWC,True,90s,other,never pay,unknown,dry,shallow well,groundwater,other,other,988
0.0,2011-08-23,Other,Other,Lake Rukwa,Kitika,Rukwa,Sumbawanga Rural,Mwazye,400,True,GeoData Consultants Ltd,VWC,True,10s,gravity,never pay,soft,enough,river,surface,communal standpipe,communal standpipe,833
0.0,2011-02-28,Other,Other,Rufiji,Wikichi,Iringa,Njombe,Njombe Urban,50,False,GeoData Consultants Ltd,Other,False,00s,other - rope pump,never pay,soft,enough,shallow well,groundwater,hand pump,hand pump,1009
0.0,2011-03-12,Government Of Tanzania,Other,Internal,Kilimo,Dodoma,Chamwino,Huzi,0,True,GeoData Consultants Ltd,VWC,True,Unknown,mono,unknown,soft,dry,machine dbh,groundwater,communal standpipe multiple,communal standpipe,997
0.0,2011-07-24,Other,DWE,Lake Victoria,Omukitojo,Kagera,Karagwe,Nkwenda,0,True,GeoData Consultants Ltd,Other,True,Unknown,other,never pay,soft,enough,shallow well,groundwater,hand pump,hand pump,863
0.0,2011-07-08,Other,DWE,Lake Victoria,Mtukula Mjini,Kagera,Misenyi,Nsunga,0,True,GeoData Consultants Ltd,VWC,True,Unknown,india mark ii,pay monthly,soft,insufficient,shallow well,groundwater,hand pump,hand pump,879
500.0,2011-02-28,Other,Other,Rufiji,Mgodechi,Iringa,Njombe,Njombe Urban,1,True,GeoData Consultants Ltd,VWC,True,00s,gravity,pay monthly,soft,enough,river,surface,communal standpipe,communal standpipe,1009
0.0,2013-01-30,Other,Other,Ruvuma / Southern Coast,Mnazimmoja,Mtwara,Masasi,Mkululu,1,True,GeoData Consultants Ltd,VWC,True,80s,other,unknown,soft,dry,shallow well,groundwater,other,other,307
5000.0,2011-03-25,Danida,DWE,Rufiji,Mkeha,Iringa,Njombe,Imalinyi,72,True,GeoData Consultants Ltd,WUA,True,90s,gravity,pay annually,soft,enough,river,surface,communal standpipe,communal standpipe,984
500.0,2004-01-09,Other,DWE,Rufiji,Itula,Iringa,Njombe,Usuka,75,True,GeoData Consultants Ltd,WUA,True,80s,gravity,pay monthly,soft,enough,river,surface,communal standpipe,communal standpipe,3616
0.0,2013-03-02,World Vision,Other,Internal,Masanwa,Shinyanga,Maswa,Busilili,0,True,GeoData Consultants Ltd,WUG,False,Unknown,nira/tanira,other,soft,enough,shallow well,groundwater,hand pump,hand pump,276
0.0,2012-10-05,Rwssp,DWE,Internal,Karangale,Shinyanga,Kahama,Jana,0,True,GeoData Consultants Ltd,Other,True,Unknown,other,unknown,soft,insufficient,shallow well,groundwater,other,other,424
500.0,2011-03-12,Other,DWE,Rufiji,Chirombora Chini,Morogoro,Ulanga,Chirombola,200,True,GeoData Consultants Ltd,Water Board,True,00s,gravity,pay monthly,soft,enough,river,surface,communal standpipe,communal standpipe,997
100.0,2012-10-26,Other,Other,Lake Victoria,Nyabosongo,Mara,Tarime,Nyandoto,300,True,GeoData Consultants Ltd,Other,True,90s,afridev,pay per bucket,soft,enough,machine dbh,groundwater,hand pump,hand pump,403
0.0,2011-07-06,Other,Other,Lake Tanganyika,Murugunga,Kagera,Ngara,Murusagamba,0,True,GeoData Consultants Ltd,VWC,False,Unknown,india mark ii,never pay,soft,enough,shallow well,groundwater,hand pump,hand pump,881
0.0,2013-01-31,Other,Other,Ruvuma / Southern Coast,Amani,Mtwara,Masasi,Lulindi,300,True,GeoData Consultants Ltd,VWC,True,00s,gravity,never pay,soft,enough,spring,groundwater,communal standpipe,communal standpipe,306
6.0,2013-06-03,Other,DWE,Pangani,Laso,Kilimanjaro,Moshi Rural,Kurua Vunjo Mashariki,20,True,GeoData Consultants Ltd,Water Board,True,00s,gravity,pay per bucket,soft,enough,spring,groundwater,communal standpipe,communal standpipe,183
0.0,2011-03-15,Other,DWE,Internal,Utemini,Dodoma,Kondoa,Kolo,0,True,GeoData Consultants Ltd,VWC,False,Unknown,mono,pay per bucket,soft,enough,machine dbh,groundwater,communal standpipe,communal standpipe,994
3000.0,2012-10-21,Other,Other,Lake Victoria,Okebe,Mara,Rorya,Mkoma,346,True,GeoData Consultants Ltd,Private operator,False,80s,submersible,pay monthly,soft,enough,lake,surface,communal standpipe multiple,communal standpipe,408
0.0,2013-03-24,Danida,DANIDA,Ruvuma / Southern Coast,Lukongo,Ruvuma,Mbinga,Mbuji,1,Unknown,GeoData Consultants Ltd,VWC,True,90s,gravity,unknown,soft,dry,spring,groundwater,communal standpipe,communal standpipe,254
0.0,2013-09-03,Other,Other,Internal,Olkung'Wado,Arusha,Meru,Ngarenanyuki,130,True,GeoData Consultants Ltd,VWC,True,00s,gravity,unknown,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,91
0.0,2013-02-20,Government Of Tanzania,DWE,Lake Tanganyika,Kumgazo,Kigoma,Kasulu,Muhunga,650,True,GeoData Consultants Ltd,Water authority,False,00s,gravity,never pay,soft,enough,spring,groundwater,improved spring,improved spring,286
10.0,2013-03-19,Other,Other,Internal,Genda,Arusha,Karatu,Mbulumbulu,20,True,GeoData Consultants Ltd,VWC,True,00s,gravity,pay per bucket,soft,seasonal,river,surface,communal standpipe,communal standpipe,259
0.0,2011-04-16,Other,Other,Wami / Ruvu,Maundike,Morogoro,Kilosa,Mamboya,1300,True,GeoData Consultants Ltd,VWC,False,90s,swn 80,never pay,soft,insufficient,shallow well,groundwater,hand pump,hand pump,962
0.0,2013-03-25,Government Of Tanzania,DWE,Pangani,Mshiri,Kilimanjaro,Moshi Rural,Marangu Mashariki,1,False,GeoData Consultants Ltd,VWC,True,70s,gravity,never pay,soft,enough,spring,groundwater,other,other,253
2500.0,2011-03-14,Other,Other,Rufiji,Majengo,Iringa,Njombe,Mtwango,70,True,GeoData Consultants Ltd,VWC,True,10s,gravity,pay annually,soft,enough,spring,groundwater,communal standpipe,communal standpipe,995
0.0,2013-03-02,Other,DWE,Ruvuma / Southern Coast,Namwaya,Ruvuma,Namtumbo,Namabengo,330,Unknown,GeoData Consultants Ltd,WUG,False,90s,nira/tanira,pay when scheme fails,soft,unknown,shallow well,groundwater,hand pump,hand pump,276
0.0,2011-08-03,Government Of Tanzania,Other,Lake Victoria,Nyang'Ombe,Mwanza,Sengerema,Kalebezo,0,True,GeoData Consultants Ltd,Water authority,True,Unknown,mono,never pay,soft,enough,lake,surface,communal standpipe multiple,communal standpipe,853
50.0,2013-01-19,Other,DWE,Ruvuma / Southern Coast,Mandawa,Lindi,Kilwa,Mandawa,560,True,GeoData Consultants Ltd,VWC,False,00s,submersible,pay per bucket,soft,enough,machine dbh,groundwater,communal standpipe multiple,communal standpipe,318
0.0,2011-04-14,Other,DWE,Rufiji,Mshindo,Iringa,Njombe,Mdandu,1,True,GeoData Consultants Ltd,VWC,True,00s,gravity,pay when scheme fails,soft,enough,river,surface,communal standpipe,communal standpipe,964
0.0,2011-07-18,Hesawa,DWE,Lake Victoria,Nyanza,Mwanza,Geita,Kalangalala,0,True,GeoData Consultants Ltd,VWC,True,Unknown,other,never pay,soft,insufficient,rainwater harvesting,surface,communal standpipe,communal standpipe,869
500.0,2011-03-21,Other,Other,Rufiji,Igalagala,Iringa,Njombe,Imalinyi,50,True,GeoData Consultants Ltd,VWC,True,00s,gravity,pay monthly,soft,enough,spring,groundwater,communal standpipe,communal standpipe,988
30.0,2011-03-17,Other,Other,Rufiji,Kiduga,Pwani,Mkuranga,Magawa,400,True,GeoData Consultants Ltd,VWC,False,00s,india mark ii,pay per bucket,salty,enough,machine dbh,groundwater,hand pump,hand pump,992
20.0,2011-03-25,Other,Other,Wami / Ruvu,Chaponda,Pwani,Bagamoyo,Zinga/Ikerege,60,True,GeoData Consultants Ltd,Parastatal,False,00s,india mark ii,pay per bucket,soft,enough,shallow well,groundwater,hand pump,hand pump,984
0.0,2013-03-19,Government Of Tanzania,DWE,Pangani,Kirumuni,Kilimanjaro,Moshi Rural,Kilema kaskazini,1,False,GeoData Consultants Ltd,Other,True,70s,gravity,never pay,soft,enough,river,surface,other,other,259
1000.0,2011-03-21,Other,DWE,Rufiji,Iragua Kati,Morogoro,Ulanga,Iragua,300,True,GeoData Consultants Ltd,Other,True,90s,swn 80,pay monthly,soft,enough,shallow well,groundwater,hand pump,hand pump,988
0.0,2013-01-19,Other,Other,Lake Victoria,Madukani,Shinyanga,Bariadi,Sapiwi,0,False,GeoData Consultants Ltd,Parastatal,False,Unknown,other,never pay,soft,insufficient,shallow well,groundwater,hand pump,hand pump,318
0.0,2011-08-03,Kkkt,KKKT,Lake Rukwa,Karashi,Mbeya,Mbozi,Halungu,0,False,GeoData Consultants Ltd,VWC,False,Unknown,nira/tanira,never pay,soft,seasonal,shallow well,groundwater,hand pump,hand pump,853
0.0,2011-03-29,Other,Other,Lake Nyasa,Nambunda,Mbeya,Ileje,Mbebe,0,True,GeoData Consultants Ltd,VWC,False,Unknown,nira/tanira,unknown,soft,insufficient,shallow well,groundwater,hand pump,hand pump,980
0.0,2011-07-27,Hesawa,Other,Lake Victoria,Nyamasekela,Mwanza,Missungwi,Usagara,0,Unknown,GeoData Consultants Ltd,VWC,True,Unknown,other,never pay,milky,seasonal,shallow well,groundwater,other,other,860
0.0,2013-02-14,Kkkt,Other,Internal,Gidagamowdi,Manyara,Hanang,Mogitu,1869,True,GeoData Consultants Ltd,VWC,True,10s,submersible,never pay,soft,insufficient,rainwater harvesting,surface,hand pump,hand pump,292
0.0,2013-01-24,Other,Other,Ruvuma / Southern Coast,Nachikalala,Lindi,Lindi Rural,Ng'apa,150,True,GeoData Consultants Ltd,Other,True,80s,other,unknown,soft,enough,spring,groundwater,other,other,313
0.0,2012-11-14,Rwssp,Other,Lake Victoria,Buduhe,Shinyanga,Meatu,Lingeka,0,True,GeoData Consultants Ltd,WUG,True,Unknown,nira/tanira,never pay,soft,enough,shallow well,groundwater,hand pump,hand pump,384
0.0,2011-02-26,Other,DWE,Wami / Ruvu,Bong'Wa,Morogoro,Morogoro Rural,Mkuyuni,150,True,GeoData Consultants Ltd,VWC,True,90s,swn 80,never pay,soft,enough,shallow well,groundwater,hand pump,hand pump,1011
50.0,2013-03-04,Other,Government,Internal,Kati,Manyara,Kiteto,Njoro,900,True,GeoData Consultants Ltd,VWC,True,00s,submersible,pay per bucket,salty,insufficient,machine dbh,groundwater,communal standpipe multiple,communal standpipe,274
100.0,2013-02-18,World Bank,Government,Wami / Ruvu,Mkoyo,Manyara,Kiteto,Songambele,890,True,GeoData Consultants Ltd,Water Board,True,90s,submersible,pay per bucket,soft,insufficient,machine dbh,groundwater,communal standpipe multiple,communal standpipe,288
